7.935
7.387
7.387
7.161
6.774
6.677
6.387
6.387
6.226
6.226
6.032
6.032
5.871
5.806
5.774
5.774
5.613
5.516
5.484
5.323
5.29
5.032
5.032
4.935
4.452
4.419
4.387
3.581
3.355
